Time (Days),Gas Volume,Oil Volume,Water Volume 
1644,0.29319,0,8
1645,0.29258,0,8
1646,0.29236,0,12
1647,0.29095,0,9
1648,0.29478,0,8
1649,0.29294,0,8
1650,0.27948,0,7
1651,0.29083,0,8
1652,0.2903,0,7
1653,0.28965,0,8
1654,0.28912,0,7
1655,0.28896,0,7
1656,0.28815,0,8
1657,0.28736,0,6
1658,0.28681,0,8
1659,0.28694,0,7
1660,0.28613,0,11
1661,0.28651,0,7
1662,0.28641,0,7
1663,0.28589,0,7
1664,0.28534,0,8
1665,0.28505,0,7
1666,0.28533,0,7
1667,0.28455,0,7
1668,0.28439,0,8
1669,0.2848,0,6
1670,0.28397,0,7
1671,0.28353,0,11
1672,0.2831,0,8
1673,0.28313,0,7
1674,0.28205,0,7
1675,0.28065,0,6
1676,0.28087,0,7
1677,0.28065,0,7
1678,0.28037,0,10
1679,0.28004,0,7
1680,0.27308,0,5
1681,0.27721,0,8
1682,0.27709,0,6
1683,0.28083,0,8
1684,0.27944,0,7
1685,0.28101,0,7
1686,0.27898,0,6
1687,0.27993,0,7
1688,0.27714,0,7
1689,0.27864,0,7
1690,0.27725,0,12
1691,0.27864,0,7
1692,0.277,0,7
1693,0.26241,0,6
1694,0.23524,0,6
1695,0.25778,0,4
1696,0.26964,0,6
1697,0.25926,0,3
1698,0.27155,0,8
1699,0.26954,0,7
1700,0.26763,0,10
1701,0.2429,0,6
1702,0.28364,0,3
1703,0.2714,0,9
1704,0.26996,0,6
1705,0.26588,0,6
1706,0.27161,0,6
1707,0.27084,0,12
1708,0.27018,0,6
1709,0.27615,0,7
1710,0.27353,0,7
1711,0.27667,0,8
1712,0.27456,0,8
1713,0.27378,0,6
1714,0.27266,0,7
1715,0.27016,0,6
1716,0.27147,0,8
1717,0.2702,0,10
1718,0.27255,0,6
1719,0.27181,0,8
1720,0.27012,0,6
1721,0.26997,0,6
1722,0.2696,0,6
1723,0.26942,0,8
1724,0.27121,0,8
1725,0.27062,0,9
1726,0.26953,0,8
1727,0.26938,0,8
1728,0.26887,0,7
1729,0.26792,0,6
1730,0.26595,0,6
1731,0.26818,0,7
1732,0.26982,0,7
1733,0.26912,0,7
1734,0.26855,0,6
1735,0.2681,0,7
1736,0.26786,0,7
1737,0.26664,0,7
1738,0.26792,0,6
1739,0.26727,0,7
1740,0.26762,0,13
1741,0.26708,0,6
1742,0.26695,0,6
1743,0.11596,0,8
1744,0.24472,0,3
1745,0.28612,0,3
1746,0.269,0,3
1747,0.26265,0,4
1748,0.25379,0,4
1749,0.25963,0,4
1750,0.26439,0,6
1751,0.25937,0,6
1752,0.25816,0,6
1753,0.25783,0,6
1754,0.25805,0,6
1755,0.25756,0,7
1756,0.25716,0,6
1757,0.25817,0,12
1758,0.25639,0,6
1759,0.2594,0,6
1760,0.25647,0,6
1761,0.25651,0,6
1762,0.25626,0,12
1763,0.25278,0,6
1764,0.25432,0,6
1765,0.25094,0,6
1766,0.25026,0,5
1767,0.25478,0,6
1768,0.25408,0,5
1769,0.25196,0,6
1770,0.2526,0,6
1771,0.24719,0,5
1772,0.24385,0,6
1773,0.23394,0,4
1774,0.23506,0,4
1775,0.23569,0,5
1776,0.23201,0,5
1777,0.23382,0,5
1778,0.2229,0,8
1779,0.23163,0,5
1780,0.22654,0,4
1781,0.21749,0,6
1782,0.19639,0,2
1783,0.21394,0,4
1784,0.21619,0,6
1785,0.17791,0,2
1786,0.22426,0,2
1787,0.10045,0,5
1788,0.22693,0,0
1789,0.26748,0,3
1790,0.2224,0,1
1791,0.188,0,4
1792,0.21037,0,0
1793,0.14002,0,0
1794,0.29466,0,10
1795,0.20965,0,0
1796,0.1435,0,0
1797,0.3078,0,10
1798,0.21986,0,0
1799,0.14959,0,0
1800,0.28881,0,12
1801,0.21409,0,0
1802,0.36787,0,18
1803,0.2401,0,5
1804,0.35682,0,11
1805,0.28956,0,15
1806,0.28214,0,7
1807,0.27621,0,6
1808,0.27605,0,6
1809,0.27093,0,7
1810,0.26886,0,7
1811,0.26589,0,8
1812,0.2641,0,7
1813,0.26228,0,7
1814,0.25577,0,7
1815,0.25762,0,6
1816,0.26254,0,7
1817,0.25743,0,6
1818,0.26344,0,7
1819,0.25512,0,7
1820,0.25356,0,12
1821,0.23339,0,6
1822,0.24946,0,4
1823,0.25965,0,7
1824,0.25712,0,6
1825,0.22415,0,8
1826,0.257,0,8
1827,0.25217,0,5
1828,0.26878,0,10
1829,0.25022,0,6
1830,0.25774,0,5
1831,0.23924,0,6
1832,0.24709,0,3
1833,0.25537,0,8
1834,0.26125,0,5
1835,0.25308,0,7
1836,0.25269,0,7
1837,0.25074,0,7
1838,0.2553,0,5
1839,0.25344,0,13
1840,0.24325,0,7
1841,0.23008,0,4
1842,0.27398,0,5
1843,0.25013,0,6
1844,0.2505,0,6
1845,0.25292,0,8
1846,0.24417,0,7
1847,0.24838,0,6
1848,0.23036,0,8
1849,0.2539,0,3
1850,0.23658,0,8
1851,0.26235,0,3
1852,0.24561,0,7
1853,0.25071,0,6
1854,0.23755,0,7
1855,0.24219,0,6
1856,0.25142,0,7
1857,0.24884,0,6
1858,0.24966,0,6
1859,0.2524,0,12
1860,0.245,0,6
1861,0.24457,0,4
1862,0.23969,0,1
1863,0.2213,0,7
1864,0.20404,0,6
1865,0.27644,0,5
1866,0.24666,0,5
1867,0.25107,0,7
1868,0.24573,0,5
1869,0.24523,0,6
1870,0.24353,0,13
1871,0.23695,0,8
1872,0.23306,0,6
1873,0.22109,0,6
1874,0.24736,0,3
1875,0.25667,0,4
1876,0.23708,0,7
1877,0.24408,0,7
1878,0.23706,0,6
1879,0.23836,0,6
1880,0.23533,0,6
1881,0.23992,0,7
1882,0.24908,0,6
1883,0.24038,0,7
1884,0.21585,0,5
1885,0.20758,0,3
1886,0.2732,0,5
1887,0.22719,0,6
1888,0.23437,0,6
1889,0.24878,0,5
1890,0.25272,0,6
1891,0.24172,0,6
1892,0.23176,0,6
1893,0.23613,0,7
1894,0.23917,0,3
1895,0.23728,0,10
1896,0.21399,0,3
1897,0.24141,0,7
1898,0.19378,0,0
1899,0.23431,0,8
1900,0.25347,0,2
1901,0.16074,0,0
1902,0.26767,0,9
1903,0.19806,0,0
1904,0.13554,0,0
1905,0.29581,0,9
1906,0.17888,0,2
1907,0.12387,0,0
1908,0.30903,0,10
1909,0.17501,0,0
1910,0.12198,0,0
1911,0.29017,0,10
1912,0.19309,0,0
1913,0.138,0,0
1914,0.10728,0,0
1915,0.26955,0,13
1916,0.23979,0,0
1917,0.14973,0,1
1918,0.12144,0,2
1919,0.27736,0,11
1920,0.22047,0,2
1921,0.14874,0,2
1922,0.10584,0,1
1923,0.27199,0,18
1924,0.31284,0,7
1925,0.27068,0,7
1926,0.27191,0,8
1927,0.24179,0,14
1928,0.25593,0,6
1929,0.2481,0,8
1930,0.25648,0,5
1931,0.23802,0,6
1932,0.25278,0,7
1933,0.26526,0,12
1934,0.25014,0,5
1935,0.24038,0,7
1936,0.23751,0,6
1937,0.24079,0,6
1938,0.22423,0,7
1939,0.24558,0,6
1940,0.20261,0,3
1941,0,0,0
1942,0,0,0
1943,0,0,0
1944,0,0,0
1945,0.51894,0,8.3
1946,0.3731,0,3
1947,0.27877,0,3
1948,0.30269,0,6
1949,0.25614,0,6
1950,0.24317,0,8
1951,0.27488,0,2
1952,0.22866,0,2
1953,0.25273,0,16
1954,0.25114,0,5
1955,0.17402,0,4
1956,0.1832,0,4
1957,0.25323,0,5
1958,0.20824,0,5
1959,0.2257,0,5
1960,0.26703,0,2
1961,0.18892,0,5
1962,0.23955,0,10
1963,0.19386,0,4
1964,0.26724,0,5
1965,0.24199,0,4
1966,0.19136,0,5
1967,0.21501,0,3
1968,0.29428,0,8
1969,0.22152,0,8
1970,0.20856,0,3
1971,0.19034,0,2
1972,0.29672,0,9
1973,0.20372,0,5
1974,0.20521,0,5
1975,0.24571,0,7
1976,0.22265,0,6
1977,0.17896,0,6
1978,0.28409,0,6
1979,0.25923,0,6
1980,0.18809,0,5
1981,0.25151,0,5
1982,0.25345,0,7
1983,0.17253,0,3
1984,0.24666,0,6
1985,0.24649,0,5
1986,0.18956,0,3
1987,0.19909,0,6
1988,0.26375,0,8
1989,0.2205,0,5
1990,0.25722,0,7
1991,0.17216,0,5
1992,0.25769,0,10
1993,0.19437,0,3
1994,0.27316,0,6
1995,0.17987,0,4
1996,0.27114,0,5
1997,0.23888,0,5
1998,0.25347,0,4
1999,0.23812,0,8
2000,0.23846,0,3
2001,0.22144,0,7
2002,0.30868,0,6
2003,0.19201,0,7
2004,0.17824,0,6
2005,0.18952,0,8
2006,0.19841,0,6
2007,0.20524,0,8
2008,0.19707,0,7
2009,0.22036,0,4
2010,0.18021,0,6
2011,0.23907,0,8
2012,0.20502,0,7
2013,0.19371,0,9
2014,0.20515,0,0
2015,0.19599,0,8
2016,0.19824,0,4
2017,0.17673,0,3
2018,0.18587,0,7
2019,0.11211,0,0
2020,0.21081,0,8
2021,0.18065,0,2
2022,0.07439,0,6
2023,0.23156,0,3
2024,0.03194,0,0
2025,0.20248,0,10
2026,0.27781,0,11
2027,0.20912,0,11
2028,0.19393,0,5
2029,0.19039,0,3
2030,0.20225,0,5
2031,0.27714,0,5
2032,0.19498,0,8
2033,0.19275,0,5
2034,0.19319,0,3
2035,0.27511,0,5
2036,0.20562,0,6
2037,0.18884,0,3
2038,0.18994,0,5
2039,0.27586,0,7
2040,0.20687,0,5
2041,0.19272,0,4
2042,0.19244,0,4
2043,0.20766,0,3
2044,0.27374,0,8
2045,0.19926,0,3
2046,0.1899,0,3
2047,0.19169,0,6
2048,0.28344,0,3
2049,0.19627,0,6
2050,0.19138,0,6
2051,0.19045,0,6
2052,0.28215,0,6
2053,0.18554,0,3
2054,0.18516,0,6
2055,0.19718,0,3
2056,0.23542,0,5
2057,0.11633,0,2
2058,0.25227,0,3
2059,0.12572,0,2
2060,0.24031,0,6
2061,0.22785,0,5
2062,0.12552,0,2
2063,0.12969,0,2
2064,0.26155,0,3
2065,0.13032,0,3
2066,0.25936,0,6
2067,0.12272,0,2
2068,0.24092,0,3
2069,0.23386,0,5
2070,0.15584,0,2
2071,0.24944,0,6
2072,0.12668,0,2
2073,0.22802,0,3
2074,0.25397,0,5
2075,0.12231,0,2
2076,0.24958,0,3
2077,0.23254,0,8
2078,0.14032,0,2
2079,0.25411,0,5
2080,0.19932,0,3
2081,0.22571,0,5
2082,0.20772,0,3
2083,0.1173,0,2
2084,0.22559,0,6
2085,0.21369,0,2
2086,0.20461,0,3
2087,0.24363,0,5
2088,0.23671,0,3
2089,0.21895,0,8
2090,0.18932,0,3
2091,0.1861,0,1
2092,0.18868,0,3
2093,0.2106,0,3
2094,0.17956,0,1
2095,0.22134,0,5
2096,0.18224,0,3
2097,0.18282,0,3
2098,0.21717,0,3
2099,0.15841,0,3
2100,0.2154,0,5
2101,0.16471,0,3
2102,0.22526,0,0
2103,0.17482,0,6
2104,0.23612,0,5
2105,0.22431,0,8
2106,0.2178,0,6
2107,0.16682,0,3
2108,0.23435,0,6
2109,0.20756,0,5
2110,0.18462,0,6
2111,0.18121,0,3
2112,0.26938,0,5
2113,0.16534,0,3
2114,0.17665,0,3
2115,0.27757,0,8
2116,0.18957,0,3
2117,0.18742,0,3
2118,0.18501,0,3
2119,0.18647,0,6
2120,0.22026,0,5
2121,0.23093,0,3
2122,0.20403,0,3
2123,0.17762,0,3
2124,0.18265,0,5
2125,0.18172,0,5
2126,0.25741,0,5
2127,0.19218,0,3
2128,0.17887,0,2
2129,0.21623,0,8
2130,0.23402,0,3
2131,0.26815,0,5
2132,0.28311,0,3
2133,0.22011,0,6
2134,0.21437,0,3
2135,0.316,0,5
2136,0.19662,0,3
2137,0.28264,0,5
2138,0.2416,0,5
2139,0.2253,0,3
2140,0.21239,0,5
2141,0.31538,0,2
2142,0.20053,0,3
2143,0.26817,0,6
2144,0.2858,0,5
2145,0.22932,0,3
2146,0.21211,0,3
2147,0.29483,0,8
2148,0.22664,0,3
2149,0.20711,0,3
2150,0.28994,0,5
2151,0.24066,0,2
2152,0.28077,0,6
2153,0.2011,0,3
2154,0.20563,0,3
2155,0.30545,0,3
2156,0.21625,0,6
2157,0.2616,0,3
2158,0.2143,0,6
2159,0.21461,0,5
2160,0.31297,0,3
2161,0.20236,0,1
2162,0.27958,0,5
2163,0.20189,0,5
2164,0.28334,0,5
2165,0.1966,0,3
2166,0.27136,0,3
2167,0.27174,0,6
2168,0.23494,0,3
2169,0.24733,0,3
2170,0.24296,0,6
2171,0.22052,0,1
2172,0.27577,0,8
2173,0.18384,0,3
2174,0.28037,0,3
2175,0.27522,0,3
2176,0.1906,0,3
2177,0.28452,0,8
2178,0.18988,0,3
2179,0.27795,0,3
2180,0.20605,0,3
2181,0.23839,0,3
2182,0.23072,0,5
2183,0.23734,0,5
2184,0.23817,0,3
2185,0.23524,0,3
2186,0.23835,0,3
2187,0.23065,0,6
2188,0.22882,0,3
2189,0.23985,0,3
2190,0.23386,0,3
2191,0.23052,0,3
2192,0.24458,0,5
2193,0.22813,0,3
2194,0.22219,0,3
2195,0.22639,0,3
2196,0.21966,0,3
2197,0.22951,0,5
2198,0.22528,0,5
2199,0.23018,0,3
2200,0.22579,0,3
2201,0.30468,0,6
2202,0.24754,0,3
2203,0.25313,0,3
2204,0.21174,0,1
2205,0.25011,0,3
2206,0.22882,0,3
2207,0.20485,0,5
2208,0.23472,0,6
2209,0.28277,0,3
2210,0.20558,0,3
2211,0.21204,0,3
2212,0.24862,0,8
2213,0.26152,0,3
2214,0.24362,0,3
2215,0.24316,0,3
2216,0.22508,0,3
2217,0.23033,0,6
2218,0.22307,0,3
2219,0.23681,0,3
2220,0.15224,0,3
2221,0.32334,0,3
2222,0.13435,0,5
2223,0.25633,0,3
2224,0.29027,0,5
2225,0.26139,0,3
2226,0.21354,0,3
2227,0.20816,0,6
2228,0.21701,0,5
2229,0.29895,0,3
2230,0.23974,0,3
2231,0.21372,0,3
2232,0.20685,0,8
2233,0.30537,0,3
2234,0.20509,0,5
2235,0.20883,0,3
2236,0.29153,0,5
2237,0.235,0,3
2238,0.21159,0,3
2239,0.20787,0,5
2240,0.30747,0,5
2241,0.21904,0,3
2242,0.20947,0,3
2243,0.24711,0,6
2244,0.27021,0,3
2245,0.20657,0,3
2246,0.20837,0,3
2247,0.21619,0,5
2248,0,0,0
2249,0.26397,,5
2250,0.21609,,3
2251,0.21006,,3
2252,0.21594,,5
2253,0.30169,,6
2254,0.22321,,5
2255,0.21043,,3
2256,0.20943,,3
2257,0.30291,,8
2258,0.20541,,1
2259,0.20625,,3
2260,0.28661,,5
2261,0.20561,,3
2262,0.25135,,6
2263,0.25475,,5
2264,0.20644,,2
2265,0.20286,,5
2266,0.30257,,3
2267,0.20926,,5
2268,0.19311,,5
2269,0.30293,,3
2270,0.20534,,3
2271,0.19692,,5
2272,0.19728,,6
2273,0.32577,,3
2274,0.20838,,1
2275,0.19051,,5
2276,0.29523,,3
2277,0.19877,,5
2278,0.19999,,5
2279,0.29497,,3
2280,0.19961,,3
2281,0.19893,,5
2282,0.29917,,6
2283,0.19829,,3
2284,0.2208,,5
2285,0.23627,,1
2286,0.24182,,5
2287,0.25633,,1
2288,0.21315,,8
2289,0.21143,,2
2290,0.26121,,5
2291,0.23288,,3
2292,0.19212,,2
2293,0.28774,,6
2294,0.20416,,3
2295,0.19668,,3
2296,0.28468,,5
2297,0.19371,,6
2298,0.19698,,2
2299,0.28943,,3
2300,0.20712,,3
2301,0.19373,,3
2302,0.2621,,8
2303,0.23292,,3
2304,0.1948,,2
2305,0.22963,,5
2306,0.25772,,3
2307,0.19266,,2
2308,0.25519,,8
2309,0.23494,,2
2310,0.19735,,3
2311,0.26165,,3
2312,0.23001,,6
2313,0.22136,,3
2314,0.19871,,6
2315,0.2197,,8
2316,0.27935,,3
2317,0.20395,,3
2318,0.20395,,2
2319,0.26683,,6
2320,0.23271,,5
2321,0.20325,,3
2322,0.20563,,3
2323,0.29235,,3
2324,0.20914,,6
2325,0.213,,3
2326,0.25131,,3
2327,0.19415,,5
2328,0.28143,,3
2329,0.20865,,5
2330,0.26359,,5
2331,0.18699,,3
2332,0.2716,,3
2333,0.18316,,3
2334,0.20671,,3
2335,0.23576,,3
2336,0.26042,,3
2337,0.19383,,6
2338,0.19646,,5
2339,0.29512,,6
2340,0.19083,,0
2341,0.19155,,5
2342,0.27225,,6
2343,0.20863,,3
2344,0.18552,,3
2345,0.28165,,5
2346,0.19098,,3
2347,0.22133,,6
2348,0.24665,,3
2349,0.18765,,5
2350,0.2413,,3
2351,0.24109,,3
2352,0.2112,,6
2353,0.21802,,3
2354,0.18717,,3
2355,0.28247,,3
2356,0.18919,,3
2357,0.18781,,6
2358,0.28876,,3
2359,0.17105,,1
2360,0.25747,,5
2361,0.2041,,3
2362,0.19527,,6
2363,0.26657,,6
2364,0.18446,,3
2365,0.28149,,3
2366,0.18681,,5
2367,0.24702,,6
2368,0.22492,,3
2369,0.19675,,3
2370,0.18846,,3
2371,0.27971,,3
2372,0.18317,,3
2373,0.27304,,8
2374,0.18256,,3
2375,0.26619,,3
2376,0.1728,,3
2377,0.25195,,5
2378,0.18241,,5
2379,0.27571,,3
2380,0.20362,,3
2381,0.24455,,5
2382,0.20277,,13
2383,0.24626,,5
2384,0.19699,,3
2385,0.22444,,3
2386,0.21673,,1
2387,0.20414,,5
2388,0.24272,,5
2389,0.18551,,5
2390,0.24269,,3
2391,0.2308,,3
2392,0.18154,,3
2393,0.27321,,5
2394,0.17995,,5
2395,0.26176,,5
2396,0.12256,,0
2397,0.24344,,1
2398,0.12278,,8
2399,0.25149,,0
2400,0.12836,,3
2401,0.2506,,3
2402,0.15956,,3
2403,0.2844,,0
2404,0.23763,,3
2405,0.21894,,3
2406,0.21429,,3
2407,0.19782,,3
2408,0.16727,,3
2409,0.27204,,3
2410,0.17544,,1
2411,0.22085,,8
2412,0.22716,,3
2413,0.17903,,1
2414,0.24086,,3
2415,0.20971,,1
2416,0.24507,,5
2417,0.18437,,3
2418,0.17785,,5
2419,0.27025,,2
2420,0.1829,,5
2421,0.18766,,2
2422,0.26164,,6
2423,0.17941,,3
2424,0.24412,,3
2425,0.2048,,3
2426,0.17504,,3
2427,0.25762,,1
2428,0.17281,,3
2429,0.26649,,5
2430,0.2045,,6
2431,0.19075,,3
2432,0.1901,,3
2433,0.25144,,3
2434,0.21002,,2
2435,0.21761,,5
2436,0.21557,,2
2437,0.21014,,3
2438,0.21373,,3
2439,0.21526,,3
2440,0.21047,,3
2441,0.20975,,5
2442,0.21334,,3
2443,0.20846,,1
2444,0.21303,,3
2445,0.20403,,3
2446,0.22166,,2
2447,0.23152,,6
2448,0.21598,,3
2449,0.19808,,3
2450,0.21895,,5
2451,0.18996,,4
2452,0.23408,,6
2453,0.21841,,3
2454,0.20887,,3
2455,0.2138,,3
2456,0.21202,,3
2457,0.20796,,6
2458,0.16614,,2
2459,0.17148,,5
2460,0.15874,,2
2461,0.15817,,2
2462,0.18782,,3
2463,0.14187,,2
2464,0.18803,,5
2465,0.17119,,1
2466,0.16117,,3
2467,0.18319,,3
2468,0.14819,,3
2469,0.1891,,3
2470,0.14576,,5
2471,0.18036,,1
2472,0.17817,,3
2473,0.14774,,3
2474,0.15703,,3
2475,0.19601,,2
2476,0.16525,,5
2477,0.12579,,2
2478,0.17597,,3
2479,0.17033,,3
2480,0.16862,,3
2481,0.1726,,3
2482,0.17323,,1
2483,0.15695,,6
2484,0.14476,,3
2485,0.17326,,1
2486,0.17347,,3
2487,0.14329,,3
2488,0.15704,,2
2489,0.17161,,5
2490,0.17249,,3
2491,0.16593,,2
2492,0.13358,,2
2493,0.15894,,1
2494,0.16441,,3
2495,0.16325,,6
2496,0.16221,,1
2497,0.16479,,3
2498,0.16429,,1
2499,0.1655,,1
2500,0.16335,,3
2501,0.16421,,3
2502,0.16269,,5
2503,0.17239,,3
2504,0.16705,,3
2505,0.17403,,3
2506,0.16723,,2
2507,0.17538,,5
2508,0.152,,2
2509,0.17571,,4
2510,0.16825,,2
2511,0.17208,,4
2512,0.16514,,3
2513,0.1662,,5
2514,0.17,,3
2515,0.14607,,3
2516,0.18264,,5
2517,0.17893,,2
2518,0.16895,,3
2519,0.17301,,6
2520,0.15652,,1
2521,0.18815,,3
2522,0.1422,,3
2523,0.18921,,3
2524,0.14561,,6
2525,0.14416,,0
2526,0.18083,,3
2527,0.15191,,3
2528,0.14933,,2
2529,0.17714,,2
2530,0.16459,,5
2531,0.14594,,3
2532,0.19099,,3
2533,0.15176,,5
2534,0.14752,,2
2535,0.15544,,1
2536,0.18815,,3
2537,0.18638,,6
2538,0.20993,,0
2539,0.23411,,3
2540,0.19292,,1
2541,0.19141,,1
2542,0.24778,,2
2543,0.1887,,5
2544,0.23367,,3
2545,0.21056,,3
2546,0.19736,,3
2547,0.24636,,3
2548,0.18981,,3
2549,0.20583,,5
2550,0.14366,,1
2551,0.19187,,1
2552,0.14266,,5
2553,0.19245,,1
2554,0.14396,,3
2555,0.19157,,6
2556,0.14369,,3
2557,0.18235,,2
2558,0.16553,,3
2559,0.17392,,3
2560,0.16504,,5
2561,0.1778,,2
2562,0.1587,,5
2563,0.1796,,1
2564,0.15532,,3
2565,0.18198,,6
2566,0.15444,,5
2567,0.17996,,1
2568,0.15621,,3
2569,0.17125,,1
2570,0.15628,,5
2571,0.17232,,2
2572,0.15889,,3
2573,0.15164,,5
2574,0.18213,,3
2575,0.14726,,3
2576,0.18286,,5
2577,0.1406,,1
2578,0.18844,,3
2579,0.13996,,3
2580,0.19117,,3
2581,0.14354,,3
2582,0.18568,,3
2583,0.15835,,3
2584,0.15604,,5
2585,0.18749,,3
2586,0.14707,,3
2587,0.15833,,2
2588,0.17995,,3
2589,0.15334,,3
2590,0.1598,,3
2591,0.15578,,3
2592,0.15653,,3
2593,0.15726,,3
2594,0.15804,,3
2595,0.16291,,3
2596,0.16223,,5
2597,0.16886,,3
2598,0.16932,,3
2599,0.16376,,3
2600,0.15814,,5
2601,0.16087,,3
2602,0.15631,,5
2603,0.15717,,3
2604,0.15658,,3
2605,0.15674,,8
2606,0.15741,,3
2607,0.15801,,1
2608,0.15543,,3
2609,0.15808,,3
2610,0.1559,,3
2611,0.17238,,5
2612,0.16008,,2
2613,0.16116,,3
2614,0.16216,,2
2615,0.16304,,2
2616,0.15977,,5
2617,0.16182,,5
2618,0.16137,,0
2619,0.16002,,3
2620,0.15843,,3
2621,0.15313,,3
2622,0.16219,,1
2623,0.14124,,1
2624,0.13382,,3
2625,0.15148,,3
2626,0.15771,,2
2627,0.16054,,2
2628,0.15882,,3
2629,0.1593,,2
2630,0.1544,,3
2631,0.1413,,2
2632,0.13549,,2
2633,0.15573,,3
2634,0.15814,,3
2635,0.15992,,3
2636,0.16058,,1
2637,0.15972,,1
2638,0.15864,,1
2639,0.11496,,1
2640,0.18112,,4
2641,0.17189,,3
2642,0.16104,,5
2643,0.16425,,3
2644,0.16796,,5
2645,0.16198,,3
2646,0.15564,,3
2647,0.1498,,3
2648,0.14826,,6
2649,0.15785,,5
2650,0.15717,,3
2651,0.15725,,3
2652,0.15645,,3
2653,0.15685,,11
2654,0.15782,,3
2655,0.15638,,3
2656,0.15138,,2
2657,0.13638,,6
2658,0.13056,,3
2659,0.15544,,3
2660,0.1575,,3
2661,0.15718,,3
2662,0.16113,,3
2663,0.15665,,3
2664,0.17187,,3
2665,0.15722,,1
2666,0.117,,1
2667,0.15456,,5
2668,0.15852,,3
2669,0.15861,,3
2670,0.15498,,2
2671,0.17114,,5
2672,0.1634,,3
2673,0.16052,,3
2674,0.162,,3
2675,0.15,,3
2676,0.1559,,3
2677,0.14201,,2
2678,0.14246,,3
2679,0.14372,,3
2680,0.1565,,3
2681,0.15732,,3
2682,0.15825,,2
2683,0.1565,,5
2684,0.13376,,2
2685,0.12799,,2
2686,0.14427,,2
2687,0.15514,,3
2688,0.15017,,6
2689,0.151,,3
2690,0.15435,,3
2691,0.13217,,2
2692,0.1624,,3
2693,0.138,,3
2694,0.16034,,3
2695,0.12739,,3
2696,0.18345,,2
2697,0.13031,,2
2698,0.13165,,2
2699,0.18759,,2
2700,0.14109,,3
2701,0.13173,,2
2702,0.16723,,3
2703,0.16008,,2
2704,0.1302,,3
2705,0.13114,,3
2706,0.18696,,3
2707,0.14384,,3
2708,0.13169,,3
2709,0.13095,,3
2710,0.20465,,3
2711,0.13881,,0
2712,0.13032,,3
2713,0.13932,,2
2714,0.18277,,2
2715,0.13293,,2
2716,0.13218,,2
2717,0.13237,,2
2718,0.1725,,3
2719,0.16202,,3
2720,0.13198,,3
2721,0.13118,,3
2722,0.18062,,3
2723,0.14858,,1
2724,0.13177,,3
2725,0.13258,,2
2726,0.1824,,2
2727,0.14569,,3
2728,0.13169,,2
2729,0.13043,,3
2730,0.18492,,2
2731,0.13329,,10
2732,0.14098,,3
2733,0.13311,,2
2734,0.12296,,1
2735,0.14083,,2
2736,0.13302,,2
2737,0.13647,,2
2738,0.10831,,1
2739,0.18754,,3
2740,0.18237,,5
2741,0.1399,,3
2742,0.14038,,3
2743,0.1315,,3
2744,0.19712,,2
2745,0.13599,,4
2746,0.13464,,2
2747,0.13664,,2
2748,0.13782,,4
2749,0.13621,,2
2750,0.13661,,2
2751,0.19396,,4
2752,0.13231,,3
2753,0.13608,,3
2754,0.14278,,2
2755,0.14575,,3
2756,0.13898,,3
2757,0.13604,,3
2758,0.13716,,2
2759,0.15895,,4
2760,0.12653,,2
2761,0.11148,,4
2762,0.16242,,2
2763,0.15994,,2
2764,0.15878,,3
2765,0.11153,,4
2766,0.1231,,3
2767,0.16383,,3
2768,0.17759,,6
2769,0.1587,,3
2770,0.15117,,3
2771,0.13277,,3
2772,0.10894,,3
2773,0.15873,,2
2774,0.15904,,2
2775,0.15559,,2
2776,0.15007,,4
2777,0.10939,,3
2778,0.12231,,7
2779,0.15998,,2
2780,0.16289,,3
2781,0.12594,,2
2782,0.10792,,3
2783,0.15724,,2
2784,0.15743,,3
2785,0.16139,,5
2786,0.1454,,1
2787,0.12006,,4
2788,0.11924,,2
2789,0.15756,,3
2790,0.15898,,2
2791,0.15977,,3
2792,0.13816,,4
2793,0.09503,,1
2794,0.1672,,4
2795,0.11919,,3
2796,0.15863,,2
2797,0.15617,,1
2798,0.15139,,2
2799,0.12768,,2
2800,0.13296,,2
2801,0.13998,,2
2802,0.16086,,2
2803,0.16035,,4
2804,0.15704,,3
2805,0.1492,,4
2806,0.13591,,3
2807,0.13312,,3
2808,0.11134,,2
2809,0.15898,,3
2810,0.1567,,3
2811,0.15903,,3
2812,0.10506,,2
2813,0.12922,,2
2814,0.15895,,2
2815,0.15559,,2
2816,0.13368,,4
2817,0.10523,,3
2818,0.15836,,2
2819,0.15998,,2
2820,0.14469,,1
2821,0.09457,,4
2822,0.14967,,1
2823,0.15396,,2
2824,0.15073,,2
2825,0.14825,,3
2826,0.12103,,2
2827,0.11576,,3
2828,0.15293,,2
2829,0.15624,,2
2830,0.15687,,4
2831,0.14401,,7
2832,0.10183,,2
2833,0.14535,,3
2834,0.16262,,3
2835,0.17189,,2
2836,0.13218,,3
2837,0.10862,,2
2838,0.09092,,3
2839,0.15241,,2
2840,0.14701,,2
2841,0.09305,,2
2842,0.16723,,3
2843,0.16061,,3
2844,0.15362,,3
2845,0.09417,,1
2846,0.14571,,2
2847,0.16074,,3
2848,0.16077,,3
2849,0.12048,,3
2850,0.11679,,2
2851,0.08773,,1
2852,0.14425,,3
2853,0.15073,,2
2854,0.10525,,2
2855,0.13031,,2
2856,0.12849,,0
2857,0.16447,,10
2858,0.15296,,1
2859,0.13284,,4
2860,0.16652,,6
